,report_no.,report_date,sent_to_manufacturer/importer/private_labeler,publication_date,category_of_submitter,product_description,product_category,product_sub_category,product_type,product_code,manufacturer/importer/private_labeler_name,brand,model_name_or_number,serial_number,upc,date_manufactured,manufacturer_date_code,retailer,retailer_state,purchase_date,purchase_date_is_estimate,incident_description,city,state,zip,location,(primary)_victim_severity,(primary)_victim's_sex,my_relation_to_the_(primary)_victim,(primary)_victim's_age_(years),submitter_has_product,product_was_damaged_before_incident,damage_description,damage_repaired,product_was_modified_before_incident,have_you_contacted_the_manufacturer,if_not_do_you_plan_to,answer_explanation,company_comments,associated_report_numbers,asin_in_report
1893,20150821-40413-2147429118,8/21/2015 ,8/31/2015 ,9/22/2015 ,Consumer,Janod tin with ten wooden fish with magnets on them. Two fishing poles that come apart in two pieces. Piece of fishing pole end has string with green worm that is able to be opened and a teeny magnet sits inside. No pamphlet or instruction booklet. ,Toys & Children,Toys,Doll Houses and Other Play Scenes (5018),5018,JURATOYS / JANOD-BULLY,Janod ,,,,,,,,,No,We received the janod fishing set as part of a citrus lane box. Our worms easily come apart and the magnet is smaller than the head of a nail. It isn't glued or fastened inside the worm halves. Luckily I found ours by using a magnet to attract that magnet piece. Other people I heard could not find the magnet they lost. It does pose risk of choking or swallowing by a child. The ages on the product say 2-5 I believe. ,Brooktondale ,New York,14817,Home/Apartment/Condominium,Unspecified,,Unspecified,,Yes,,,,,No,,I thought my child could play with supervision ,,,
1894,20150822-3E1D4-2147429079,8/22/2015 ,8/31/2015 ,9/15/2015 ,Consumer,29 white [REDACTED] blade with silver handle - two molded stars in the plastic handle.,Toys & Children,Toys,Other Toy Weapons (Nonprojectile) (1389),1389,RHODE ISLAND NOVELTY,RINCO,02720,0712-01514,,,,Zor Shrine Traveling CIrcus,,2/1/2015 ,Yes,"Child's battery operated [REDACTED]/sword. Owned for >6 months and batteries went dead. Replaced batteries this AM. This afternoon, 6 year old son was playing with the light saber and left it on lying on the rug. Picked it up a few minutes later and came running into the other room complaining that the handle was hot. At this time observed the battery compartment of the handle to be emmiting smoke and could see charred portion of a wire protruding with the insulation melted/charred off. Immediately turned the device to the offposition and opened the battery compartment and removed the batteries. The smoking stopped. Noted that the interior portion of the battery compartment in the handle was charred and the wires from the power switch to the battery terminal were charred with burnt insulation in their entirety. ",Columbus,Wisconsin,53925,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,6.0,Yes,Yes,,,No,No,Yes,dropped many times prior to incident. Handle taped with clear packing tape due to stripped screws after one of the dropping incidents.,,,
1895,20151031-67B73-2147427095,10/31/2015 ,11/9/2015 ,12/2/2015 ,Consumer,It's a fuzzy monster coustume  from walmart ,Toys & Children,Toys,Costumes or Masks (1342),1342,Walmart Stores Inc.,,,,,,,walmart,Illinois,10/12/2015 ,No,We bought a coustume from walmart  tht was a fuzzy monster for 12 to 18 mos the fuz comes off easy  and he got it in his mouth  and almost  choked  to death we had to call a ambulance  and take him to the emergency room ,Greenville,Illinois,62246,Home/Apartment/Condominium,Injury - Emergency Department Treatment Received,Male,Other Relative,-1.0,Yes,No,,,No,No,,, Walmart cannot identify this product as a Walmart product based on the information provided.In order to provide additional information to further help identify the product.  Please contact the Walmart Customer Service Hotline at 1.800.925.6278 for further help,,
1896,20151103-CA8CD-2147427026,11/3/2015 ,11/12/2015 ,11/27/2015 ,Child Service Provider,"16 x 16 light cube. Used for STEM projects, including x-rays, art projects, sorting materials, etc.",Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,Roylco Inc.,Royalco,R59601,,,,,,,,No,"Light cube was ordered. When it came in, directions stated to charge overnight, or 5-8 hours. We plugged it in and kept it off, just like the directions stated to do. About 2 and a half hours after it was plugged in, we heard a large boom and the entire box was engulfed in fire.",Peabody,Massachusetts,,School,Unspecified,,Unspecified,,No,No,,,No,Yes,,, Roylco takes product safety very seriously.  We are not aware of any other event related to this or any other Roylco product.  We encourage consumers to call us with questions at (800) 362-8656. ,20151102-E9048-2147427046,
1897,20160306-FAEAF-2147421127,3/6/2016 ,3/14/2016 ,4/4/2016 ,Consumer,Stuffed animal with light,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,Ontel Products Corporation,Dream Lites,,,,,,Walmart,Ohio,11/28/2015 ,No,Dream Lites has a big sharp plastic piece that cut two of my child's fingers. It's square and is attached to the top of the stuffed animal and holds the lights. ,Middletown,Ohio,45044,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Female,My Child,3.0,Yes,No,,,No,No,Yes,If I can figure out who the manufacturer is, Ontel Products have received and reviewed this report. Our Dream Lites product meets or exceeds all applicable safety regulations for the respective product type in the USA. We have reached out to the customer per the contact information supplied in this report to investigate further. ,,
1898,20160105-22BCA-2147425037,1/5/2016 ,5/10/2016 ,6/1/2016 ,Consumer,Glow Pets a pet shaped light up pillow from Pillow Pets,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,Ontel Products Corporation,Pillow Pets,Glow Pets,,,,,,,,No,"My children were given Glow Pet pillows from Pillow Pets (CJ Products) for christmas from a family member.  Glow Pets is a pet shaped pillow pillow that light up using a battery pack inclosed within a zipper pocket on the pillow.After less than two weeks, I heard my daughter crying almost an hour after she had been put to bed.  I went into her room to find that the battery pack had a long cord on it (over a foot long and made of three separate stands of wire) was wrapped firmly around her neck and she was obviously in destress.  It would have easily strangled her.I firmly believe that this is a dangerous product is marketed to young children who would be easily strangled by it's design.  ",Wentzville,Missouri,63385,Home/Apartment/Condominium,"Incident, No Injury",Female,My Child,2.0,Yes,No,,,No,No,Yes,, Ontel Products have received and reviewed this report. Our Glow Pets product meets or exceeds all applicable safety regulations for the respective product type in the USA. We have reached out to the customer per the contact information supplied in this report to investigate further. ,,
1899,20160208-68A6B-2147421917,2/8/2016 ,2/17/2016 ,3/9/2016 ,Consumer,Star Wars 16 Valentines with 16 Glowsticks,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,"Paper Magic Group, Inc.",Star Wars,16 Valentines with 16 Glowsticks,,73168 29885,,,Target,,1/23/2016 ,Yes,"Product: Star Wars 16 Valentines with 16 GlowsticksMy son was trying to activate the tiny little glowstick when it broke and glow liquid sprayed into his eyes. The glowsticks are so small that they are difficult to bend and activate without breaking. Even though the liquid is non-toxic, we were very concerned because there can be little bits of hard things in the liquid that could have scratched his eyes.",Lafayette Hill,Pennsylvania,19444,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Male,My Child,6.0,Yes,No,,,No,No,Yes,," We are sorry that this consumer had a negative experience with our product.  We have reached out to the consumer, and she reported that her son is fine.  We take product safety concerns very seriously, and we appreciate the consumer’s feedback on her son’s experience with our product.  ",,
1900,20160209-E8102-2147421873,2/9/2016 ,2/18/2016 ,3/10/2016 ,Consumer,Red monster high cat eye glasses from a McDonalds happy meal.  Hard plastic that is grooved on the inside.,Toys & Children,Toys,Costumes or Masks (1342),1342,MCDONALD'S CORPORATION, McDonalds ,Red monster high cat eye glasses from a McDonalds happy meal,,,,,McDonalds,,,No,My 4 year old daughter was walking in my kitchen wearing the red cat eyed monster high glasses from a McDonalds happy meal.  She slipped and fell and banged her face and sliced her eyebrow/forehead in two spots because of the way the glasses are grooved on the inside.  This required a trip to the emergency room and sutures.  ,Havertown,Pennsylvania,19083,Home/Apartment/Condominium,Injury - Emergency Department Treatment Received,Female,My Child,4.0,Yes,No,,,No,No,,Yes I have the glasses ,,,
1901,20160216-DE2DE-2147421683,2/16/2016 ,2/24/2016 ,3/9/2016 ,Consumer,"Squish, Connect and Create with Bunchems! The colorful little balls that stick to each other and build like no other. The Bunchems Mega Pack allows you to build 36 amazing 3D creations including: owls, bears, octopi, cars, monkeys and more! Bring your creations to life using your imagination and 36 accessories. Eyes, wings, hats and feet, to make everything you build look super neat! The possibilities are limitless with Bunchems; they stick and stay then pull apart for endless play! Use over 400 Bunchems and accessories to build Mega Pack animals, then take them apart and re-build them as anything you want! There’s no limits to your creativity! And clean up is a breeze; they stick to each other with magical ease. Squish ‘em, connect ‘em and create ‘em – the anything’ems, it’s Bunchems!",Toys & Children,Toys,Building Sets (1345),1345,"Spin Master, Ltd",Bunchems,20069727,,,,,Walmart,California,2/4/2016 ,No,"Purchased for my granddaughter age 6, Bunchems-mega pack. Manufacturer-Spin Master LTD, 450 Front ST. W., Toronto, ON M5V1B6 Canada. I purchased this toy at my local Walmart in San Diego, CA.Unfortunately, 4 pieces of this toy got tangled on my granddaughters' long hair. We tried hair conditioner and cooking oil in order to remove them. That did not work and it was painful for. This product is dangerous to anyone who uses it.I did call the manufacturer, 1-800-622-8339, 3 times and was on hold for more than 20 minutes and no one answered.It does have a statement on the box and brochure- Caution Keep away from hair. I do have pictures and video of the agonizing pain my granddaughter went thru.They do have a two offices in the United States.Spin Master Ltd.3401 SW 2nd Street, Suite 107Bentonville, AR 72712Spin Master Inc.(Marketing, Brand Management, Spin Master Studios)5880 W. Jefferson Blvd., Suite ALos Angeles, CA90016Tel. (310) 826-4914Fax (310) 736-3543",San Diego,California,92154,Home/Apartment/Condominium,Injury - No First Aid or Medical Attention Received,Female,Other Relative,6.0,No,,,,,,,,,,
1902,20160219-B8185-2147421590,2/19/2016 ,2/29/2016 ,6/3/2016 ,Consumer,"Disney Junior Minnie Cosmetic Set with hair bows, pony tail holders, lipstick, beauty bag, and nail polish.",Toys & Children,Toys,Toy Make-up Kits or Cosmetics (5013),5013,TOWNLEY INC,Disney Junior,MB03377SA,,719565354328,,,Walmart Supercenter,,,No,"To Whom It May Concern:Please be advised that product number 719585354328, manufactured by Townley Girl @ www.townleygirl.com, currently being sold at Walmart, is extremely unsafe and should probably be recalled. I purchased two of these Disney Junior Minnie Cosmetics Sets yesterday, Thursday, February 18, 2016, from a Walmart Supercenter in Germantown, MD. They appear to be new items, as they were in the front of the store with all of the Easter baskets, candy, and toys, etc.All of the little dress up things are really cute, but the nail polish turned out to be dangerous. When one of my girls attempted to open it, the bottle cracked (see photos) and cut her finger very deeply leaving her bleeding profusely. We wound up in the ER and she had to get three stitches. Further, it was discovered that my other daughter's nail polish bottle was already cracked before it was even taken out of the box. Today, I went to the Walmart and showed the assistant manager the broken nail polish bottle and explained what happened. I also advised him of the other similar products that were still on the shelf and told him they should be removed. However, because my girls love the other items I did not request a refund. Nevertheless, the hair bows have a very rough clip that pulls the hair and could possibly scratch or scrape the skin. Upon noticing that this product is made in China, I am not surprised. Yet, it was mostly when I lived in India that many of the products made in China were defective and unsafe. It is a surprise to have purchased a product at Walmart, with the Disney name on it, that caused such harm to my daughter. I am very thankful that my other daughter did not touch or try to open the polish in her set as I am sure she would have needed some medical attention as well.  Thankfully, I did not have to pay for the ER visit. Otherwise, I would definitely be seeking compensation for the same as the seller and manufacturer of this product should be held responsible. Of course, the assistant manager at Walmart did nothing more than say, I'm sorry.  Most importantly, he did assure me that they would remove the products as my greatest desire is that no other child suffer as my little girl did. As a mother, it was terrifying to see my daughter bleed so profusely and struggle to get it to stop. One question I ask about this product is, Why is the nail polish bottle glass in the first place?  Most of the nail polish I see and have purchased for my girls is in a plastic container.Thank you for your attention to this matter.Regards,[REDACTED] Concerned Parent",Rockville ,Maryland,20850,Other,Injury - Emergency Department Treatment Received,Female,My Child,4.0,Yes,Yes,,No,No,Yes,,I sent an email at the website and am waiting for a response.,,,
