Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20110817-69799-2147476176,8/17/2011 ,,9/8/2011 ,Consumer,"a small red scooter that has 4 caster wheels","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Radio Flyer INC.","radio flyer","scoot and zoom",,,,,"wal mart","South Carolina",11/29/2010 ,Yes,"My  child (at the time 20 months old) was riding his scoot and zoom, he was trying to go from room to room when he tried to go over the thresh hold and the scoot and zoom did not. The scoot and zoom dumped him over the front of the scooter onto the floor causing him great harm. He was bleeding everywhere and we took him to the er, it was discovered the fall caused his 2 front teeth to be pushed back up into his gums. ","Summerton","South Carolina",29148,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Male","My Child","1",No,No,,,No,No,Yes,," Radio Flyer takes product safety issues very seriously. We investigate each CPSC database incident report. We encourage our customers to provide additional information about incidents to our Customer Service, by calling 800-621-7613, or visiting our website at www.radioflyer.com",
20130513-33FF9-2147456155,5/13/2013 ,5/21/2013 ,6/5/2013 ,Consumer,"Little Tikes Bumble Bee Buggy  - Item model number: 612046 ","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"LITTLE TIKES COMPANY","Little Tikes","Little Tikes Bumble Bee Buggy  - Item model number: 612046 ",,,,,"Amazon",,5/2/2013 ,No,"Little Tikes Bumble Bee Buggy - Item model number: 612046 When my grandson, 2 years old, tried to get into this buggy, it fell over on him.  He was pretty shook up, and wouldn't go near it again.  He wasn't injured, but it is easy to see that someone could be injured.","Madison","Alabama",35757,"Home/Apartment/Condominium","Incident, No Injury","Male","Other Relative","2",No,No,,,No,Yes,No,"I e-mailed that I thought it was unsafe and was returning it.","",
20150111-066C5-2147436659,1/11/2015 ,1/26/2015 ,2/16/2015 ,Consumer,"I am very unhappy with the way that the Little Tikes Cozy Coupe 30th Anniversary Edition car falls over...constantly...when my 16 month is riding in it or even outside of it. Numerous times now, he has been trapped beneath it when it has fallen on him. We had a Little Tikes Cozy Coupe several years ago, that NEVER did this. A child will get seriously injured if this causes a child to fall and hit his or her head when the car falls. Please have someone look into this and correct this problem.","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Little Tikes Company","Little Tikes Company","Cozy Coupe 30th Anniversary Edition","Unknown","050743612060",1/1/2014 ,"Unknown","Amazon.com","California",12/12/2014 ,No,"The Little Tikes Cozy Coupe 30th Anniversary Edition car falls over...constantly...when my 16 month is riding in it or even outside of it.  Numerous times now, he has been trapped beneath it when it has fallen on him.  We had a Little Tikes Cozy Coupe several years ago, that NEVER did this.  A child will get seriously injured if this causes a child to fall and hit his or her head when the car falls.  Please have someone look into this and correct this problem. ","Folsom","California",95630,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","1",Yes,,,,No,Yes,,"I posted a complaint to the Little Tikes Facebook page."," Little Tikes responded to a posting on Facebook requesting consumer to contact Little Tikes Management with no response.  This product meets or exceeds all applicable industry safety standards.  The age grade on this product is 18 Month - 5 Years.",
20140109-93F31-1379624,1/9/2014 ,1/30/2014 ,2/21/2014 ,Consumer,"Training bike","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"MERCHSOURCE LLC","Tree Haus","unknown","unknown",,9/7/2011 ,,"gift",,,No,"Caller stated that the ball bearings on the training bike disintegrated causing the ball bearings and the rear wheel to fall off while her 3 year old was riding it for the first time.  She was holding it to keep his balance but it started wobbling and she took him off and then the incident occurred.  There were no injuries to the child.The manufacturer was not contacted because there was no contact information.  She feels that this product is a safety hazard and should be reported.","Lindin","Virginia",22642,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","3",Yes,No,,,No,No,No,," This comment is in response to report No: 20140109-93F31-1379624 provided to MerchSource on January 30, 2014. MerchSource takes all product safety and customer satisfaction issues very seriously. We investigate all incident reports thoroughly. Once we receive the incident unit back from the customer our quality control team will inspect the unit in detail and implement corrective action, if necessary. As the incident report describes, the accident resulted in no injury. At this time, there is nothing to indicate that the TreeHaus Wooden Balance Bike in any way creates an unreasonable risk of serious injury or death.",
20191022-FAA1C-2147377022,10/22/2019 ,10/29/2019 ,11/13/2019 ,Consumer,"Baby walking bike","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"NSG Products","YBIKE Pewi",,"11019Y1904",,,,"Amazon.com",,7/1/2019 ,Yes,"My 14 month old son was riding his YBIKE Pewi, a product created for 9 month to 3 year olds, and the bike is so light weight that he managed to tip it forward while riding it, landing face first and biting through his tongue, among other injuries. This is an extremely unsafe baby product that needs to be recalled without delay. It’s relatively new on the market.","New York ",,10031,"Home/Apartment/Condominium","Injury - Hospital Admission","Male","My Child","1",Yes,No,,,No,Yes,,,"",
20161029-4EE14-2147411575,11/18/2016 ,11/30/2016 ,12/14/2016 ,Consumer,"Little Tikes Cozy Truck (Item Number: 620744)","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Little Tikes Company","Little Tikes Cozy Truck (Item Number: 620744)","620744",,"00050743620744",8/12/2016 ,"XCC620744M","Walmart.com",,9/15/2016 ,No,"My child received the Little Tikes Cozy Truck (Item Number: 620744) as a gift for his second birthday.  The age requirements are 1.5 - 5 years and the weight limit is 50 lb.  My child is 2 years old and weighs 28 lbs (well within the age and weight limits).The incident occurred within two days of using the product.  The truck seems to have a tendency to be unstable on hard surfaces (despite the product description pictures showing the truck being used on hard surfaces).  It is more stable on carpeted areas.On 10/17/2016 my child was sitting in the truck in our kitchen.  My mother and I were both standing right there within arm's reach of him, watching him play with the truck.  He was using it appropriately.  The door was facing away from us and he attempted to exit the truck.  He was holding onto the door of the truck for support and was re-positioning his legs to get them out of the hole in the bottom of the truck, over the seat, and onto the floor so he could exit.  However, as he was attempting to do so, the entire thing tipped over sideways and fell on top of him.  Because of the angle (the truck tipped over away from where my mother and I were standing), we were unable to grab onto the truck to keep it from tipping over.  After the whole thing fell over with my son inside, we both lifted the truck off of my son.  He had fallen out face-first onto the floor when the truck tipped over.  He was screaming and crying and bleeding from the mouth.  Both of his upper front teeth were broken.  One tooth was half gone and the other one was fractured.  Both were loose and his gums were bleeding.My child then required an emergency dental appointment where x-rays were taken to assess the damage.  He needed a seal applied on both teeth to temporarily build the broken one back up a little and coat the fractured one to protect it from breaking apart.  He also required a chest x-ray to ensure that no parts of the broken-off tooth had been aspirated (thankfully the results determined this was not the case).  After a follow-up dental appointment two weeks later, it was determined there isn't anything else that can be done to permanently fix his teeth other than to restrict him from biting into any hard/crunchy foods until he is old enough to understand that he cannot use his front teeth to bite into anything until he loses them in 4-5 years and his permanent teeth come in to replace them.  Functionally and cosmetically my child's teeth are not the same due to this incident.  It was a very traumatic experience for my child that he is still talking about and processing a month later.It's really too bad because this seemed like a cute product and my child really enjoyed playing with it prior to this incident.  However, there is a serious safety issue with the product.  This should not have happened.  There are no warnings or cautions noted anywhere on the product or packaging stating that it could tip over (although even if there had been, we would not have allowed it to be purchased for him in the first place as this is a huge safety concern for obvious reasons).  My child was using the product appropriately and under close adult supervision when the incident happened.  It is clearly an unsafe product and needs some serious renovations to better distribute the child's weight, especially as they are exiting the truck.  It should not, under any circumstances, be able to tip over when the child is getting out (or using the product in any other appropriate manner).  This is a serious design flaw that needs to be addressed immediately to prevent more kids from getting hurt.","Scappoose","Oregon",97056,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","Male","My Child","2",Yes,No,,,No,Yes,Yes,"I still have the product.  I have also contacted Little Tikes (via their Customer Service link on their website) regarding the incident but haven't heard back from them yet.","",
20201030-123B1-2147368507,10/30/2020 ,11/9/2020 ,11/24/2020 ,Consumer,"https://www.walmart.com/ip/smarTrike-5-in-1-smarTfold-300-Green-Folding-Trike/862725141","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"SMART-TRIKE USA LLC","Smart Trike","Smart Trike",,,,,"Walmart",,2/1/2018 ,Yes,"My 13 MOM son was sitting on the trike in our backyard.  He was buckled in, and the straps were adjusted to the tightest setting.  The bump bar was not pulled down. While I was on the other side of the yard,  he tried to get off the trike and slid both legs to one side of the seat. The shoulder buckle became caught around his neck. He began crying. His face was turning red. He had a rope burn from the straps on his neck.  His neck healed quickly and he was otherwise fine, but if I hadn't seen him quickly I'm concerned he could have been strangled. ","Puyallup","Washington",98374,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","1",,,,,,,,,"",
20220207-3D9B8-2147357679,2/7/2022 ,2/9/2022 ,3/3/2022 ,Consumer,"Chillafish balance bike","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"The Chillafish Company","Chillafish ","Bmxie glow balance bike ","Cpmx04ttb",,,,"Sams club ",,12/15/2021 ,Yes,"My sons inner thighs gets marks and is now causing bleeding skin burn on inner thigh when he rides this bike.","Spring Hill","Florida",34608,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","3",Yes,No,,,,No,,"No phone number listed on website or paperwork with bike ","",
20221025-310E6-2147353146,10/25/2022 ,10/28/2022 ,11/21/2022 ,Consumer,"NANO - Balance Bike. The NANO 2-in-1 Balance Bike is recommended for children from 1 to 2 years old.Made for indoor & outdoor use.Coco Village SKU: 628069860368","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Coco Village","Coco Village",,,,,,"https://www.cocovillage.com/",,9/2/2021 ,No,"I purchased Coco Village balance bike from cocovillage.com in September 2021 as a stocking up purchase. The bike is designed for toddlers from age 1-2. This September as my daughter turned big enough, I opened the box and installed the bike. Initially everything was perfect. After around one month use, the bike handle bar started to crack, and the spike coming out of the handle cut my daughter's finger bleed. For a kid toy designed for age 1-2, it should stand in good quality for at least 2 years. The bike I received was broken and caused injury during first month of use. I contacted Coco Village customer service, they acknowledged their product defectiveness but refused to return or refund. As a new parent, I feel obliged to raise this product safety concern, especially given the company's negligence to baby product safety standard.","NEW ROCHELLE","New York",10801,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","1",Yes,No,,,,Yes,,,"",
20221211-7F0B2-2147352102,12/11/2022 ,12/13/2022 ,12/28/2022 ,Consumer,"John Deere Pedal Tractor and Wagon Green and yellow?47 x 16.5 x 18 inches","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Learning Curve Brands, Inc.","John Deere","46088",,,,,,,,No,"My son fell off the John Deere Pedal Tractor and Wagon because the handle bar will not securely stay on the bike even after attaching it correctly numerous times. We thought it was a user error but have read [REDACTED] reviews with similar issue.","Philadelphia",,19146,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","2",,,,,,,,,"",
20240731-5259A-2147337579,7/31/2024 ,8/5/2024 ,8/26/2024 ,Consumer,"Link to toy on website: https://toys.hape.com/products/scoot-around?srsltid=AfmBOorFfWWTXh0wHjsDYJKNXQVMg-Wr2_C-CwdurBke91OKqm7rQDjgHape Scoot Around Ride On Wood Bike in blue","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Hape Intl. Inc. ","Hape",,,,,,,,7/22/2024 ,Yes,"We purchased a Scoot Around Ride On Wood Bike from the Hape company. It arrived yesterday, we put it together, and my son has been playing with it for the afternoon. I saw him put something in his mouth so I swiped with my finger inside his mouth because we didn't have food in the room. A metal shard was in his mouth. The shard was half of a circle, like a broken washer or something. I inspected the bike and found the other half of that shard/half circle below the bike where the seat had been screwed into. I poked the half circle still in the bike with a bobby pin and it easily fell out. There are two screws that connect the seat to the bike, the other screw had no washer/metal piece. I have put together a lot of furniture and such and know not to over tighten, this was clearly a faulty toy that lead to a sharp metal piece inside my son's mouth.","Madison","Wisconsin",53705,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","-1",Yes,No,,,,Yes,,,"",
