Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20211006-B1498-2147359268,10/6/2021 ,10/8/2021 ,10/25/2021 ,Consumer,"https://www.target.com/p/b-toys-interactive-dog-guitar-woofer/-/A-13527758","Toys & Children","Toys","Toy Musical Instruments (1344)",1344,"MAISON BATTAT INC","B Toy","Woofer",,"062243237827",,,"Target",,11/1/2019 ,Yes,"My son 3 year old was playing with his Woofer toy guitar we got him from Target. While playing with it in bed he put the strap around his neck. He wanted it off but got confused and began twisting it to the point that it became stuck and was irritating his airway. Luckily I have a camera monitor in his room and could see something was wrong. I have a video of the incident. [REDACTED]",,,,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","2",Yes,No,,,,Yes,,,"",
20211222-0EFE7-2147358335,12/22/2021 ,12/27/2021 ,1/19/2022 ,Consumer,"JC Toys Lid/cap to a baby doll bottle from JC Toys La Newborn 10 piece deluxe diaper bag gift setModel 18332","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"JC TOYS GROUP INC","JC Toys","18332",,,,,"Amazon",,10/24/2020 ,No,"My son choked on the lid of a baby doll bottle cap that did not come with a warning and didn't have an air hole in the top.  After the incident, I put it on a [REDACTED] choke tester and while the entire product did not fit inside, the entire tip did and the rest was the perfect shape to sConsumer reports that their 1 YOM son choked on the lid of a baby doll bottle cap. The product did not have a warning and did not have an air hole in the top. The entire top fit inside a choke tester. This product is unsafe for babies. uction inside my son's mouth.  Since it is clear I wasn't able to easily see it.","McKees Rocks","Pennsylvania",15136,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","1",Yes,No,,,,Yes,,,"JC TOYS GROUP INC: Manufacturer has reviewed claim that featured one of our product accessories. As a USA company with many years of experience, designing and manufacturing safe products, we take every comment about our products very seriously.After reviewing the claim, we would like to add that the product is designed and tested for children over the age of 2. We mark all products and website descriptions with age gradings, and ask the consumers to follow our directions in order to avoid potential hazards in smaller children. The claim states that the child involved in the incident was 1 Year old, and therefore falls below the recommended age grade.Manufacturer has requested that its internal safety department study the product, to determine if improvements/modifications need to be made to ensure that the product maintains its safety rating of 2+.Furthermore, manufacturer has provided CPSC with all testing results, and warnings applicable to this product to ensure that the public is aware of its efforts to design and produce safe products for children. ",
20230325-27888-2147348482,3/25/2023 ,3/30/2023 ,4/20/2023 ,Consumer,"This is a multicolored toy that is shaped like a ball that has lots of different colored tubes and different things to look at on it. It has one thing that spins. It has one area with little tiny balls in it that you can shake up and down. It came apart at the base With very little pressure and balls went everywhere. These balls are very very tiny. As a registered nurse, I am horrified that this product has not been recalled. A child could easily choke and die.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Hola Toys Australia","Hola toy",,,,,,"Amazon website",,10/28/2022 ,No,"I had purchased a Hola infant toy for my grandson. The toy came apart at the base and a lot of little tiny balls went everywhere. He had some in his mouth. I noticed there have been a few other reports on the Amazon website about this, but nothing has been done. They report that they have 100% satisfaction over the last year. Obviously that’s not true. This is extremely dangerous to small children.","Middletown","Indiana",45044,"Home/Apartment/Condominium","Incident, No Injury","Male","Other Relative","-1",Yes,No,,,,No,,,"",
20240803-BF44A-2147337511,8/3/2024 ,8/8/2024 ,8/22/2024 ,Consumer,"TOY BOX 12 PC doctor playset","Toys & Children","Toys","Doll Houses and Other Play Scenes (5018)",5018,"GREENBRIER INTERNATIONAL","Toy Box ","374745-08753-002-111323","374745-08753-002-111323","195464356487",,"I didn't see one. ","Dollar tree ",,8/2/2024 ,Yes,"I had gotten my toddler a toy from the the Dollar tree. It is a plastic doctor kit. He had the twin her mouth and the mere part fell off and was lodged in her throat. I had to give her the Heimlich to unblock her airway.","Florence","Kentucky",41042,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","2",Yes,No,,,,No,,"I have some of the toy but threw away the piece she had choked on. I have pictures though. ","",
20231112-85FA9-2147344060,11/12/2023 ,12/8/2023 ,12/22/2023 ,Consumer,"Block sorter with wooden and plastic pegs that can be hammered through holes.","Toys & Children","Toys","Blocks, Stacking Toys or Pull Toys (1326)",1326,"MAISON BATTAT INC","B Toys","Colorful Pound and Play Wooden Shape Sorter",," 062243422414",,,"Target",,11/3/2023 ,Yes,"We purchased a toy for our son that included several blocks that could be hammered through tight openings with an included wooden mallet. When inspecting one of the plastic blocks today I noticed a large crack and it seemed like the plastic block would soon shatter into possibly dangerous plastic shards.","Wilsonville OR","Oregon",,"Home/Apartment/Condominium","Incident, No Injury","","Unspecified","",Yes,No,,,,No,,,"MAISON BATTAT INC: Maison Battat Inc. is committed to product safety and takes reports of incidents involving our children’s toys very seriously.  This toy, like all Maison Battat Inc. toys, meets or exceeds all applicable safety standards.  Any CPSC notifications received are investigated and analyzed to ensure there are not larger safety concerns to address.  This CPSC notification was handled in this manner and a response provided to the CPSC in connection with the consumer’s report.",
20240417-54097-2147339717,4/17/2024 ,4/19/2024 ,5/3/2024 ,Consumer,"B. Toys Zanny Zoo Wooden Activity Cube. 18 Inches (H) x 13.98 Inches (W) x 13.98 Inches (D)","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"MAISON BATTAT INC","B. Toys",,,"062243219670",,,"Target","Tennessee",12/1/2023 ,Yes,"B. Toys Zanny Zoo activity cube is absolutely unsafe. My child has been injured twice in the last month- today SEVERELY. First her fingers were caught in the animals along the top ripping skin off. We continued using the product thinking it was a fluke. Today while standing at the toy it fell over on her causing substantial damage to her two lower baby teeth. We had to have an emergency dental appoint and one two ended up having to be fully extracted. She had fractured the bone around her teeth. The dentist is hopeful the other tooth with tighten back into place but if it does not that tooth, too will need removal. This product is very unsafe due to the tip over risk it causes for young children despite being advertised for 1 year old and up children. Upon reading further reviews on Target for this product there are 100s of others writing that their children were severely injured when this product tipped over on them.","Knoxville ","Tennessee",37931,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","Female","My Child","1",Yes,No,,,,Yes,,,"",
20250308-5044A-2147332687,3/8/2025 ,3/12/2025 ,3/26/2025 ,Consumer,"Magnetic Building Blocks Large, 1.65 inch Magnetic Stacking Cubes for Toddlers purchased on Amazon. Limited details available https://a.co/d/eOVs4JR","Toys & Children","Toys","Blocks, Stacking Toys or Pull Toys (1326)",1326,"Shantou Mingfan Toys Co., Ltd.","Pairez Toys","PT3010 / Building Blocks","N/A","N/A",1/1/2023 ,"N/A","Amazon",,2/25/2025 ,Yes,"A children's toy of plastic blocks with magnets inside had a side come off, spilling four tiny, strong magnets onto the floor. While most of the cubes seem to be fully sealed, some are not and one side was completely unsealed resulting in the issue with the magnets that could be easily ingested by a toddler. The brand is Pairez Toys Magnetic Building Blocks Large https://a.co/d/heGBkCQ","Livonia","Michigan",48154,"Home/Apartment/Condominium","No Incident, No Injury","","My Child","2",,,,,,,,,"",
20241027-E4DDE-2147335711,10/27/2024 ,10/31/2024 ,11/15/2024 ,Consumer,"Picasso Toys Double Sided Two in One Alphabet & Number Magnetic Drawing Board Black board with letters on one side and numbers on the other with magnetic balls inside the board to trace with a yellow magnetic stylus. 10x12","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"LALTITUDE LLC","Picasso Toys","Ptb02-blk","7636","817338022501",8/1/2024 ,,"TJ Maxx",,10/23/2024 ,No,"We purchased two of the Picasso Toys Double Sided 2-in-1 Alphabet and Number Magnetic Drawing Boards. One came out of the package with a broken stylus, and the other stylus broke while my 4 year old child was playing with it the first day. The spring and magnet came out and my infant found the small magnet. Thankfully, I got the magnet from them before it went in to their mouth. I was in in the room the entire time, and my child was quietly playing with as the instruction show.","Raleigh","North Carolina",27609,"Home/Apartment/Condominium","No Incident, No Injury","","My Child","-1",Yes,No,,,,Yes,,"I purchased two. One had a broken stylus right out of the box. The second one broke the first time my child used it. ","",
20250421-82AA0-2147331815,4/21/2025 ,4/24/2025 ,5/15/2025 ,Consumer,"HYG Toys Titanic Micro Mini Building Blocks Set","Toys & Children","Toys","Building Sets (1345)",1345,"Shenzhen Haiyungu Technology Co., Ltd.","HGY Toys",,,,,,"Amazon.com",,2/2/2025 ,Yes,"My Lego Club teacher bought a mini Titanic set. The pieces are too tiny and could pose a hazard for children. on of the kids swallowed one and almost choked","Albuquerque ","New Mexico",87122,"School","Injury - Hospital Admission","Female","My Friend / Neighbor / Co-worker","7",Yes,No,,,,No,,,"",
20220207-8A554-2147357669,2/7/2022 ,2/9/2022 ,2/24/2022 ,Consumer,"Aoseki hover soccer set, blue and black","Toys & Children","Toys","Toy Sports Equipment (1392)",1392,"Amazon.com LLC","Aoseki",,,,,,"Amazon",,8/27/2021 ,No,"Our hover soccer toy caught fire while charging.","Alma","Arkansas",72921,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","8",,,,,,,,,"",
20230625-F96C3-2147346800,6/25/2023 ,7/26/2023 ,8/16/2023 ,Consumer,"Yohica-12pc reuseable water baloins","Toys & Children","Toys","Water Toys (1365)",1365,"IBMC GROUP LIMITED","Yohica",,,,,,"Amazon.com",,6/19/2023 ,Yes,"Magnets fell out of water toy purchased from Amazon.","Dallas","Pennsylvania",18612,"Place of Recreation or Sports","No Incident, No Injury","Female","My Child","3",Yes,No,,,,Yes,,"Taken out of package,l and within a few minutes if gentle play small magnets began falling out.   Magnets are exposed and loosely held in silicone/rubber lip of product.   Children are the target user and they can pick these magnets up or swallow them.","",
20230805-D12F1-2147345986,8/5/2023 ,8/8/2023 ,8/22/2023 ,Consumer,"Green and white  with primary color toys on try.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Safety 1st","Safety 1st","Safety 1st","Oh-77177",,4/4/2023 ,"6/7/2023",,,,No,"Baby finger got caught in green and orange spinning toy","REd House","West Virginia",25168,"Mobile/Manufactured Home","Injury - No First Aid or Medical Attention Received","Female","Other Relative","",,,,,,,,,"Safety 1st: Thank you for bringing this issue to our attention. Our records indicate we have reached out to you to discuss your concern. If you could please contact our Consumer Care team through either of the contact points provided below, it would be greatly appreciated. We would like to assure consumers that all of Dorel Juvenile’s products meet or exceed all safety standards. Dorel Juvenile recommends that all consumers with questions or concerns contact us directly at consumer@djgusa.com or call our Consumer Hotline at (800) 544-1108.",
